Ligand,Best_Score,Best_File,Total_Conformers,Average_Score,Best_Overall_Score,Worst_Overall_Score
474,-10.512,474_prepared-5_out.pdbqt,7,,,
475,-10.313,475_prepared-1_out.pdbqt,1,,,
476,-12.043,476_prepared-1_out.pdbqt,6,,,
477,-7.821,477_prepared-1_out.pdbqt,1,,,
478,-11.142,478_prepared-3_out.pdbqt,3,,,
479,-11.131,479_prepared-6_out.pdbqt,6,,,
480,-11.126,480_prepared-4_out.pdbqt,5,,,
481,-8.291,481_prepared-1_out.pdbqt,1,,,
482,-10.040,482_prepared-1_out.pdbqt,1,,,
483,-11.768,483_prepared-1_out.pdbqt,3,,,
484,-10.303,484_prepared-2_out.pdbqt,3,,,
485,-10.909,485_prepared-3_out.pdbqt,5,,,
